ticket_id,opened_at,resolved_at,category,subcategory,service,ci,priority,assignment_group,short_description,mttr_minutes
INC202600329,2026-01-22 10:00:00,2026-01-22 12:32:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P4,Security Ops,EDR Alerts related issue reported by user,152
INC202600330,2026-01-20 10:00:00,2026-01-20 12:27:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,147
INC202600331,2025-11-05 12:00:00,2025-11-05 12:40:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,40
INC202600332,2025-12-11 12:00:00,2025-12-11 14:49:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,169
INC202600333,2025-12-31 12:00:00,2025-12-31 14:01:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P2,Network Ops,DNS related issue reported by user,121
INC202600334,2025-11-07 18:00:00,2025-11-07 20:04:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,124
INC202600335,2025-12-26 14:00:00,2025-12-26 16:08:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P4,Security Ops,EDR Alerts related issue reported by user,128
INC202600336,2025-12-14 10:00:00,2025-12-14 13:54:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,234
INC202600337,2026-01-06 12:00:00,2026-01-06 14:20:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,140
INC202600338,2026-01-17 10:00:00,2026-01-17 10:50:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,50
INC202600339,2025-12-12 18:00:00,2025-12-12 21:33:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,213
INC202600340,2025-12-25 10:00:00,2025-12-25 10:40:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,40
INC202600341,2025-12-16 17:00:00,2025-12-16 20:52:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,232
INC202600342,2025-11-08 09:00:00,2025-11-08 11:41:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,161
INC202600343,2026-01-26 10:00:00,2026-01-26 13:23:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,203
INC202600344,2025-12-27 08:00:00,2025-12-27 11:15:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,195
INC202600345,2025-12-17 13:00:00,2025-12-17 14:09:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P1,Identity & Access Ops,Password Reset related issue reported by user,69
INC202600346,2026-01-26 15:00:00,2026-01-26 15:49:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,49
INC202600347,2026-01-13 10:00:00,2026-01-13 13:16:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,196
INC202600348,2025-12-06 11:00:00,2025-12-06 13:37:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,157
INC202600349,2026-01-06 14:00:00,2026-01-06 15:36:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,96
INC202600350,2025-12-28 11:00:00,2025-12-28 13:35:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,155
INC202600351,2025-11-26 09:00:00,2025-11-26 12:32:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,212
INC202600352,2025-12-27 09:00:00,2025-12-27 12:31:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,211
INC202600353,2025-11-09 16:00:00,2025-11-09 17:10:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P4,Business Apps Ops,HRIS related issue reported by user,70
INC202600354,2026-01-29 18:00:00,2026-01-29 19:01:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,61
INC202600355,2025-11-26 10:00:00,2025-11-26 12:51:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P1,End User Computing Ops,Printers related issue reported by user,171
INC202600356,2026-01-13 13:00:00,2026-01-13 13:52:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P2,Identity & Access Ops,Password Reset related issue reported by user,52
INC202600357,2025-11-09 12:00:00,2025-11-09 14:44:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,164
INC202600358,2025-12-23 14:00:00,2025-12-23 15:51:00,Business Apps,ERP,ERP,CI-ERP-01,P2,Business Apps Ops,ERP related issue reported by user,111
INC202600359,2026-01-22 09:00:00,2026-01-22 10:58:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,118
INC202600360,2025-11-17 16:00:00,2025-11-17 17:03:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P2,Security Ops,Account Lockout related issue reported by user,63
INC202600361,2025-12-26 16:00:00,2025-12-26 17:47:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,107
INC202600362,2025-11-22 10:00:00,2025-11-22 12:42:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,162
INC202600363,2025-12-07 09:00:00,2025-12-07 11:51:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,171
INC202600364,2025-12-06 10:00:00,2025-12-06 10:53:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,53
INC202600365,2026-01-04 18:00:00,2026-01-04 19:09:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,69
INC202600366,2025-11-22 18:00:00,2025-11-22 19:56:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,116
INC202600367,2026-01-12 08:00:00,2026-01-12 11:14:00,Network,VPN,VPN Service,CI-VPN-GW-01,P1,Network Ops,VPN related issue reported by user,194
INC202600368,2026-01-13 12:00:00,2026-01-13 14:16:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,136
INC202600369,2026-01-19 18:00:00,2026-01-19 20:49:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P4,Network Ops,WiFi related issue reported by user,169
INC202600370,2025-12-08 18:00:00,2025-12-08 21:56:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,236
INC202600371,2026-01-27 14:00:00,2026-01-27 14:45:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,45
INC202600372,2025-11-21 15:00:00,2025-11-21 16:57:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,117
INC202600373,2026-01-17 10:00:00,2026-01-17 11:58:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,118
INC202600374,2025-12-22 10:00:00,2025-12-22 11:51:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,111
INC202600375,2025-12-01 15:00:00,2025-12-01 16:06:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,66
INC202600376,2025-11-13 08:00:00,2025-11-13 10:17:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P4,Collaboration Ops,Teams/Zoom related issue reported by user,137
INC202600377,2025-12-02 10:00:00,2025-12-02 11:18:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,78
INC202600378,2025-11-21 15:00:00,2025-11-21 16:48:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,108
INC202600379,2026-01-03 08:00:00,2026-01-03 09:31:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,91
INC202600380,2025-11-28 17:00:00,2025-11-28 19:36:00,Collaboration,Email,Email Service,CI-MAIL-01,P2,Collaboration Ops,Email related issue reported by user,156
INC202600381,2026-01-16 18:00:00,2026-01-16 18:32:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,32
INC202600382,2025-11-14 14:00:00,2025-11-14 17:45:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,225
INC202600383,2025-12-22 13:00:00,2025-12-22 15:53:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P2,Network Ops,WiFi related issue reported by user,173
INC202600384,2025-11-25 13:00:00,2025-11-25 15:39:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P2,Business Apps Ops,HRIS related issue reported by user,159
INC202600385,2025-12-28 16:00:00,2025-12-28 17:00:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,60
INC202600386,2025-11-17 09:00:00,2025-11-17 10:56:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,116
INC202600387,2026-01-11 13:00:00,2026-01-11 15:12:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,132
INC202600388,2026-01-04 08:00:00,2026-01-04 09:55:00,Network,VPN,VPN Service,CI-VPN-GW-01,P2,Network Ops,VPN related issue reported by user,115
INC202600389,2025-12-31 16:00:00,2025-12-31 18:41:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,161
INC202600390,2025-11-18 13:00:00,2025-11-18 16:07:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P2,Business Apps Ops,HRIS related issue reported by user,187
INC202600391,2025-12-09 17:00:00,2025-12-09 19:46:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,166
INC202600392,2026-01-02 17:00:00,2026-01-02 19:04:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P4,Collaboration Ops,Teams/Zoom related issue reported by user,124
INC202600393,2025-12-13 18:00:00,2025-12-13 21:53:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,233
INC202600394,2026-01-28 18:00:00,2026-01-28 21:17:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,197
INC202600395,2026-01-14 17:00:00,2026-01-14 19:32:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P2,End User Computing Ops,VDI related issue reported by user,152
INC202600396,2025-11-22 16:00:00,2025-11-22 18:07:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,127
INC202600397,2025-11-19 18:00:00,2025-11-19 21:29:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,209
INC202600398,2025-11-15 11:00:00,2025-11-15 12:08:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,68
INC202600399,2025-12-23 11:00:00,2025-12-23 13:30:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,150
INC202600400,2025-11-08 10:00:00,2025-11-08 13:19:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,199
INC202600401,2026-01-01 16:00:00,2026-01-01 18:27:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,147
INC202600402,2026-01-08 13:00:00,2026-01-08 16:34:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,214
INC202600403,2026-01-27 18:00:00,2026-01-27 19:19:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,79
INC202600404,2025-12-02 12:00:00,2025-12-02 13:46:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,106
INC202600405,2025-12-07 11:00:00,2025-12-07 13:32:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,152
INC202600406,2025-12-15 16:00:00,2025-12-15 18:56:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,176
INC202600407,2026-01-26 16:00:00,2026-01-26 19:47:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,227
INC202600408,2025-11-19 12:00:00,2025-11-19 12:50:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P4,Network Ops,WiFi related issue reported by user,50
INC202600409,2025-12-15 15:00:00,2025-12-15 16:24:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,84
INC202600410,2025-11-26 16:00:00,2025-11-26 17:05:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,65
INC202600411,2025-11-14 17:00:00,2025-11-14 17:42:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,42
INC202600412,2026-01-25 16:00:00,2026-01-25 16:55:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,55
INC202600413,2025-12-23 13:00:00,2025-12-23 16:47:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P2,Security Ops,EDR Alerts related issue reported by user,227
INC202600414,2025-11-18 08:00:00,2025-11-18 10:31:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,151
INC202600415,2026-01-01 18:00:00,2026-01-01 21:15:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,195
INC202600416,2025-11-08 09:00:00,2025-11-08 12:39:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,219
INC202600417,2025-11-05 10:00:00,2025-11-05 10:39:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P4,Identity & Access Ops,SSO related issue reported by user,39
INC202600418,2025-12-21 15:00:00,2025-12-21 16:44:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,104
INC202600419,2025-11-05 08:00:00,2025-11-05 09:55:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,115
INC202600420,2025-12-07 15:00:00,2025-12-07 16:04:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,64
INC202600421,2026-01-04 15:00:00,2026-01-04 16:54:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,114
INC202600422,2025-11-21 15:00:00,2025-11-21 15:33:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,33
INC202600423,2025-12-14 12:00:00,2025-12-14 13:14:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,74
INC202600424,2026-01-18 18:00:00,2026-01-18 18:52:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,52
INC202600425,2025-12-22 18:00:00,2025-12-22 20:32:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,152
INC202600426,2025-12-12 11:00:00,2025-12-12 13:24:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,144
INC202600427,2025-12-05 13:00:00,2025-12-05 13:32:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,32
INC202600428,2025-12-04 18:00:00,2025-12-04 21:20:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,200
INC202600429,2025-11-16 15:00:00,2025-11-16 17:38:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,158
INC202600430,2025-12-10 09:00:00,2025-12-10 10:26:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,86
INC202600431,2025-11-29 10:00:00,2025-11-29 13:05:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,185
INC202600432,2025-12-18 14:00:00,2025-12-18 17:43:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P4,Security Ops,Account Lockout related issue reported by user,223
INC202600433,2026-01-08 18:00:00,2026-01-08 21:02:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,182
INC202600434,2025-11-11 16:00:00,2025-11-11 16:49:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,49
INC202600435,2026-01-12 09:00:00,2026-01-12 10:21:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P4,Network Ops,DNS related issue reported by user,81
INC202600436,2026-01-13 16:00:00,2026-01-13 18:43:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,163
INC202600437,2025-12-27 09:00:00,2025-12-27 11:35:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,155
INC202600438,2025-11-12 16:00:00,2025-11-12 18:41:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,161
INC202600439,2025-12-24 15:00:00,2025-12-24 18:22:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,202
INC202600440,2025-12-10 08:00:00,2025-12-10 11:40:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,220
INC202600441,2025-11-28 17:00:00,2025-11-28 20:29:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,209
INC202600442,2025-11-09 16:00:00,2025-11-09 18:30:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,150
INC202600443,2025-11-05 12:00:00,2025-11-05 15:46:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,226
INC202600444,2026-01-22 18:00:00,2026-01-22 20:07:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,127
INC202600445,2025-12-28 14:00:00,2025-12-28 17:19:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,199
INC202600446,2026-01-09 10:00:00,2026-01-09 12:47:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P2,Security Ops,EDR Alerts related issue reported by user,167
INC202600447,2025-12-21 16:00:00,2025-12-21 16:30:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,30
INC202600448,2025-11-03 12:00:00,2025-11-03 14:18:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,138
INC202600449,2026-01-08 14:00:00,2026-01-08 15:09:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,69
INC202600450,2025-12-06 11:00:00,2025-12-06 14:19:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P1,Security Ops,Phishing related issue reported by user,199
INC202600451,2025-12-24 17:00:00,2025-12-24 17:55:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,55
INC202600452,2026-01-16 08:00:00,2026-01-16 08:42:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,42
INC202600453,2025-12-02 08:00:00,2025-12-02 09:25:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,85
INC202600454,2025-11-08 10:00:00,2025-11-08 13:37:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,217
INC202600455,2026-01-13 13:00:00,2026-01-13 16:59:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,239
INC202600456,2025-12-12 11:00:00,2025-12-12 13:43:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,163
INC202600457,2025-11-29 14:00:00,2025-11-29 17:01:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,181
INC202600458,2025-11-23 18:00:00,2025-11-23 18:42:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,42
INC202600459,2025-12-15 18:00:00,2025-12-15 19:51:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,111
INC202600460,2026-01-29 14:00:00,2026-01-29 15:17:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,77
INC202600461,2026-01-08 15:00:00,2026-01-08 18:31:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,211
INC202600462,2025-11-19 15:00:00,2025-11-19 17:16:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,136
INC202600463,2026-01-11 16:00:00,2026-01-11 17:22:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,82
INC202600464,2025-12-13 18:00:00,2025-12-13 18:53:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P4,Network Ops,WiFi related issue reported by user,53
INC202600465,2026-01-08 11:00:00,2026-01-08 14:04:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,184
INC202600466,2026-01-17 08:00:00,2026-01-17 11:00:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,180
INC202600467,2026-01-25 16:00:00,2026-01-25 17:55:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,115
INC202600468,2025-12-09 08:00:00,2025-12-09 09:00:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,60
INC202600469,2026-01-01 11:00:00,2026-01-01 13:11:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,131
INC202600470,2025-12-01 16:00:00,2025-12-01 18:46:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,166
INC202600471,2026-01-23 13:00:00,2026-01-23 15:37:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,157
INC202600472,2025-12-30 09:00:00,2025-12-30 10:51:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,111
INC202600473,2025-11-27 13:00:00,2025-11-27 14:26:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P1,Collaboration Ops,Teams/Zoom related issue reported by user,86
INC202600474,2025-11-19 08:00:00,2025-11-19 10:58:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,178
INC202600475,2025-12-24 12:00:00,2025-12-24 14:07:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,127
INC202600476,2026-01-12 11:00:00,2026-01-12 14:25:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,205
INC202600477,2025-12-14 12:00:00,2025-12-14 14:35:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,155
INC202600478,2025-12-29 10:00:00,2025-12-29 13:34:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P2,Security Ops,EDR Alerts related issue reported by user,214
INC202600479,2026-01-09 15:00:00,2026-01-09 15:45:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,45
INC202600480,2026-01-07 08:00:00,2026-01-07 08:31:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P1,Network Ops,DNS related issue reported by user,31
INC202600481,2025-12-23 10:00:00,2025-12-23 11:08:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P2,Security Ops,Phishing related issue reported by user,68
INC202600482,2025-11-02 11:00:00,2025-11-02 14:08:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,188
INC202600483,2026-01-21 18:00:00,2026-01-21 18:34:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,34
INC202600484,2025-11-01 16:00:00,2025-11-01 18:45:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P1,Business Apps Ops,HRIS related issue reported by user,165
INC202600485,2025-12-06 16:00:00,2025-12-06 19:28:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,208
INC202600486,2026-01-26 14:00:00,2026-01-26 16:44:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,164
INC202600487,2025-11-20 11:00:00,2025-11-20 14:58:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,238
INC202600488,2025-12-16 12:00:00,2025-12-16 14:13:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,133
INC202600489,2025-12-29 17:00:00,2025-12-29 20:25:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,205
INC202600490,2025-11-11 18:00:00,2025-11-11 20:07:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P2,Security Ops,Phishing related issue reported by user,127
INC202600491,2025-12-19 16:00:00,2025-12-19 19:29:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,209
